title,realisateur,acteur,annee,duree,code_barre,info,dewey,date_acquis,date_hors_circu,ref,ref_adav,resume,tags
"FEMMES DU 6E ETAGE (LES )","Philippe Le Guay","Fabrice Luchini, Sandrine Kiberlain, Natalia Verbeke, Carmen Maura","2011","101'","5000000004874","Standard 	BD-50
Codage 	PAL
Format vidéo 	2,35:1, 16/9
Format audio 	DTS HD 5.1
Langues 	français
	
Sous-titres 	anglais
Bonus 	Sous-titres français pour sourds et malentendants ; commentaires","Comédie dramatique","2012-05-18T00:00:00.000Z",,500487,144090,"Paris, années 1960 Un père de famille bourgeois et étriqué découvre la vie grâce à une joyeuse cohorte de bonnes espagnoles Une comédie sociale tendre et raffinée avec des acteurs épatants",
"MINUIT A PARIS","Woody Allen","Owen Wilson, Rachel McAdams, Michael Sheen, Marion Cotillard, Kathy Bates, Nina Arianda","2011","94'","5000000004881","Standard 	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	
Langues 	anglais, français
	
Sous-titres 	français
Bonus 	Le film à Cannes.","Comédie dramatique","2012-05-18T00:00:00.000Z",,500488,148064,"Un jeune couple d'Américains se rend à Paris, elle ne rêve que de Malibu, il tombe sous le charme Une rêverie intime et magique sur une capitale fantasmée par un coup de baguette amoureuse et espiègle
",
"FESTIVAL DU FILM DE CHERCHEUR - concours des chercheurs en herbe -  2011","PRES Université de Lorraine - CNRS","NULL","2011","NULL","5000000004898","De l'oeuf au poussin
Une Souris dans le labyrinthe

Et une trentaine d'autres films...
","Documentaire","2012-05-18T00:00:00.000Z",,500489,,"Dans le cadre du Festival, le Centre régional de documentation pédagogique de Lorraine, lIUFM et les quatre inspections académiques de lAcadémie de Nancy-Metz organisent une compétition de films à caractère scientifique destinée aux écoles primaires ain",
"FESTIVAL DU FILM DE CHERCHEUR - concours des chercheurs en herbe -  2010","PRES Université de Lorraine - CNRS","NULL","2010","NULL","5000000004904","Le retour de la Bièvre 

Et une vingtaine d'autres films...
","Documentaire","2012-05-18T00:00:00.000Z",,500490,,"Dans le cadre du Festival, le Centre régional de documentation pédagogique de Lorraine, lIUFM et les quatre inspections académiques de lAcadémie de Nancy-Metz organisent une compétition de films à caractère scientifique destinée aux écoles primaires ain",
"Skin : Quand elle était blanche","Anthony Fabian","Sam Neill, Alice Krige, Ella Ramangwane, Sophie Okonedo","2009","106'","5000000004911","NULL","Comédie dramatique","2012-05-18T00:00:00.000Z",,500491,,"En Afrique du Sud, en plein Apartheid, l'histoire vraie de Sandra, née métis de parents blancs... Déchirée entre deux communautés, elle peinera à trouver son identité... Primé dans de nombreux festivals...",
"CHAT POTTE","Chris Miller","NULL","2011","90'","5000000004928","Contient en plus du Blu-ray Disc, le DVD du film ; film également disponible en flamand et avec sous-titres flamands ; court métrage : &#8239;Chat Potté : Les 3 Diablos (11), le coin des animateurs","Animation","2012-10-14T00:00:00.000Z",,500492,156325,"Une aventure riche en rebondissements pour le légendaire félin, la rusée Kitty Pattes de Velours et Humpty Alexandre Dumpty Leur but : semparer de l'Oie aux ufs dOr pour sauver leur ville Un film vif, léger et rythmé même si le scénario reste un peu",
"DRIVE","Nicolas Winding Refn"," Ryan Gosling/ Carey Mulligan/ Bryan Cranston/ Oscar Isaac/ Christina Hendricks/ Ron Perlman","2011","100'","5000000004935"," Info

    Un jeune homme solitaire, The Driver, conduit le jour à Hollywood pour le cinéma en tant que cascadeur et la nuit pour des truands. Ultra professionnel et peu bavard, il a son propre co","Aventure/Action","2012-10-14T00:00:00.000Z",,500493,153771,"Interdit - 12 ans
Chauffeur pour le cinéma le jour, pour des truands la nuit, un pilote va déroger à son code de conduite le jour où sa route croise celle d'Irene L'embardée de la rentrée, démente, violente, bluffante",
"TRANSFORMERS 3 - La Face cachée de la lune","Michael Bay"," Shia Labeouf/ Rosie Huntington-Whiteley/ Patrick Dempsey/ Josh Duhamel/ Tyrese Gibson/ John Turturro/ Frances Mcdormand/ John Malkovich","NULL","155'","5000000004942","NULL","Science Fiction","2012-10-14T00:00:00.000Z",,500494,148762,"Une nouvelle guerre menace la Terre et l'aide des transformers pourrait ne pas suffire pour la sauver... Dernier opus faisant la part belle aux effets spéciaux, aux cascades et aux batailles toujours plus spectaculaires au service d'un scénario convenu de",
"CAPTAIN AMERICA - First Avenger","Joe Johnston"," Chris Evans/ Hayley Atwell/ Sebastian Stan/ Tommy Lee Jones/ Hugo Weaving/ Dominic Cooper","2011","123'","5000000004959"," Info

    Captain America : First Avenger nous plonge dans les premières années de l'univers Marvel. Steve Rogers, frêle et timide, se porte volontaire pour participer à un programme expérimental q","Science Fiction","2012-10-14T00:00:00.000Z",,500495,150724,"Steve Rogers, frêle et timide, se porte volontaire pour participer à un programme expérimental qui va le transformer en un super soldat Une plaisante adaptation qui nous plonge dans les débuts des Marvel
",
"HUGO CABRET","Martin Scorsese"," Ben Kingsley/ Sacha Baron Cohen/ Asa Butterfield/ Chloe Moretz/ Christopher Lee (1922)/ Emily Mortimer","NULL","128'","5000000004966","Dans le Paris des années 30, le jeune Hugo est un orphelin de douze ans qui vit dans une gare. Son passé est un mystère et son destin une énigme. De son père, il ne lui reste qu'un étrange automate do","Aventure/Action","2012-10-14T00:00:00.000Z",,500496,156094,"Dans le Paris des années trente, le jeune Hugo Cabret, orphelin et démuni, rencontre un vieux monsieur tenant une boutique de jouets Virtusose et envoûtant, un superbe hommage à George Méliès, inventeur du cinéma de fiction A voir en famille !",
"THOR","Kenneth Branagh"," Chris Hemsworth/ Natalie Portman/ Anthony Hopkins/ Tom Hiddleston","2011","114'","5000000004973","Contient en plus du Blu-ray Disc, le DVD du film ; sous-titres anglais pour sourds et malentendants ; audiovision anglais pour aveugles et déficients visuels ; commentaire audio de Kenneth Branagh (VO","Science Fiction","2012-10-14T00:00:00.000Z",,500497,147411,"Un guerrier arrogant, banni du royaume d'Asgard, devient le héros d'une humanité menacée par les forces du Mal Film de commande sauvé grâce à son genre décalé et sa distribution de qualité",
"DES VENTS CONTRAIRES","Olivier Adam"," Benoît Magimel/ Isabelle Carré/ Antoine Duléry/ Ramzy Bedia/ Marie-Ange Casta/ Audrey Tautou","2011","87'","5000000004980","    Standard : DVD-9
    Codage : PAL
    Format vidéo : 1.85:1, 16/9 compatible 4/3
    Format audio : Dolby Digital 5.1
    Langue(s) : français

","Comédie dramatique","2012-12-04T00:00:00.000Z",,500498,156167,"Après la disparition soudaine de sa femme, Paul tente de se reconstruire en repartant à zéro : il déménage à Saint-Malo avec ses deux enfants Une adaptation sensible et sobre du roman d'Olivier Adam",
